Name,# First name,# Last name
לחנה,0,0
לטו,0,0
לטיסיה,1,0
לטם,0,1
לטר,0,0
ליא,0,0
ליאב,6,0
ליאה,0,0
ליאו,0,0
ליאונד,0,2
ליאונה,0,0
ליאונוב,0,0
ליאוניד,1,0
ליאונל,1,0
ליאונרד,0,0
ליאונרדו,0,0
ליאורה,42,0
ליאל,1,0
ליאן,2,0
ליאת,45,0
ליאתי,1,0
ליב,0,1
ליבא,0,9
ליבאי,0,2
ליבה,1,0
ליבונטין,0,10
ליבי,1,0
ליביה,0,0
ליביו,0,0
ליבליך,0,2
ליבמן,0,4
ליבן,0,0
ליבנה,0,13
ליבני,0,1
ליבס,0,0
ליבר,0,4
ליברט,0,1
ליברמן,0,18
ליבשיץ,0,1
ליבת,2,0
ליגומסקי,0,30
ליגנזה,0,0
לידאוי,0,3
לידור,3,0
לידיה,2,0
לידר,2,0
לידרמן,0,1
ליה,7,0
ליהי,3,0
ליהיא,2,0
ליוא,2,0
ליואי,0,0
ליובושיץ,0,0
ליובין,0,5
ליווא,0,0
ליויאן,2,0
ליונל,0,0
ליוס,0,2
ליז,1,0
ליזה,2,0
ליזי,3,0
ליזר,0,1
ליזרוביץ,0,3
ליטבק,0,2
ליטוין,0,6
ליטוינסקי,0,0
ליטון,0,0
ליטל,11,0
ליטמן,0,7
ליטן,0,3
ליטני,0,0
ליי,0,0
לייב,0,1
לייבה,0,3
לייבוביץ,0,2
לייבוביץ',0,0
לייבניץ,0,0
לייזר,0,1
לייזרוביץ,0,2
לייטנר,0,0
לייטר,0,0
לייל,0,1
ליין,0,0
לייפנברג,0,2
לייפציג,0,0
לייקוף,0,0
ליכט,0,1
ליכטנשטיין,0,6
ליכטר,0,3
ליל,0,4
לילה,0,0
לילי,3,0
ליליאן,0,0
ליליאנה,1,0
ליליה,2,0
ליליינבלום,0,0
לילית,0,0
לילך,27,0
לינד,0,0
לינדאור,0,1
לינדאן,0,0
לינדברג,0,0
לינדה,1,0
לינדון,0,0
לינדזי,0,0
לינדנברג,0,2
לינדנפלד,0,2
לינה,5,0
לינהרט,0,0
לינוס,0,0
לינור,1,0
ליניאוס,0,0
ליסה,0,0
ליסון,0,5
ליסט,0,0
ליסטר,0,4
ליסיאס,0,0
ליסק,0,0
ליסקר,0,1
ליעד,7,0
ליעוז,1,0
ליעם,0,0
ליף,0,2
ליפא,9,0
ליפז,3,0
ליפמן,0,0
ליפצין,0,0
ליפקין,0,6
ליפר,0,2
ליפשיץ,0,14
ליק,0,0
ליקוורניק,0,2
ליר,0,0
לירוי,0,0
לירום,1,0
לך,0,0
לכוביצקי,0,5
לכמן,0,0
לכנר,0,0
לכסן,0,1
לכסנס,0,0
ללום,0,1
ללוש,0,5
ללי,0,0
ללקין,0,2
לם,0,2
למא,1,0
למאר,0,0
למבז,0,1
למברג,0,1
למברגר,0,4
למברט,0,0
למדן,0,2
למובארק,0,0
למלשטריך,0,0
למפיטר,0,0
למפל,0,1
למרים,0,0
לנא,3,0
לנארד,0,0
לנביל,0,0
לנג,0,2
לנגה,0,5
לנגפלדר,0,0
לנגר,0,11
לנדא,0,5
לנדאו,0,20
לנדה,0,10
לנדוי,0,0
לנדון,0,0
לנדסברג,0,1
לנדסמן,0,1
לנדשטיין,0,1
לנה,2,0
לנועם,0,0
לנט,0,2
לנטון,0,1
לני,1,0
לניאדו,0,4
לנסבורי,0,0
לנצ'נר,0,2
לנציאנו,0,5
לנצמן,0,0
לנצקרון,0,1
לנקובסקי,0,0
לנקין,0,0
לנקר,0,1
לנקרי,0,9
לס,0,0
לסאיב,0,0
לסאנה,0,0
לסגולד,0,1
לסובוי,0,1
לסטר,0,1
לסינג,0,0
לסלאו,0,0
לסלו,0,0
לסקוב,0,0
לסקי,0,2
לסקלי,0,0
לסרי,0,9
לפואד,0,0
לפיד,0,4
לפידור,0,3
לפידות,0,11
לפין,0,0
לפלר,0,5
לפק,0,2
לצרס,0,1
לקנר,0,4
לקס,0,1
לקפיש,0,1
לקר,0,1
לקשטיין,0,1
לרדו,0,0
לרון,0,6
לרינמן,0,0
לריסה,3,0
לריש,0,7
לרמן,0,2
לרנר,0,7
לרר,0,4
לשארפ,0,0
לשכת,0,0
לשם,0,14
לשמחה,0,1
לשצינסקי,0,1
מ,0,0
ם,0,0
מ.,2,0
מ.הולצמן,0,0
מ.חאלד,1,0
מ.חורי,0,2
מא,0,0
מאג'די,1,0
מאגד,7,0
מאגדה,0,0
מאגיק,0,0
מאדי,4,0
מאהלי,0,1
מאו,0,0
מאוטנר,0,1
מאולברייט,0,0
מאומון,0,0
מאור הגולה,0,0
מאורה,1,0
מאורו,1,0
מאורית,0,0
מאושר,0,0
מאזן,12,0
מאט,0,0
מאטי,0,0
מאטיס,0,0
מאיוסט,0,3
מאייר,0,2
מאיירס,0,2
מאירה,11,0
מאירוב,0,0
מאירוביץ,0,6
מאירי,0,19
מאירסון,0,2
מאך,0,0
מאל,0,1
מאלורי,0,0
מאליק,1,0
מאלכ,2,0
מאלפוי,0,0
מאלק,3,0
מאמו,0,4
מאנדל,0,2
מאנסיני,0,0
מאסימו,0,0
מאסלו,0,0
מאק,0,2
מאקטום,0,0
מארג',0,0
מארה,0,0
מארטין,0,0
מארי,2,0
מאריי,0,0
מארלו,0,0
מארלין,0,0
מארפל,0,0
מארקו,0,0
מאשא,1,0
מאשה,1,0
מבאריק,0,1
מבור,0,2
מבורך,2,0
מג,0,0
מג'אדלה,0,2
מג'אמסה,0,1
מג'ד,3,0
מג'דוב,0,0
מג'די,7,0
מג'ר,0,1
מגדי,4,0
מגדיאל,0,0
מגדל,0,3
מגורי,0,2
מגזניק,0,2
מגי,3,0
מגידו,0,2
מגידיש,0,6
מגיורא,0,1
מגימי,0,0
מגל,0,2
מגלד,0,1
מגן,0,10
מגנוס,0,0
מגנזי,0,1
מגער,0,7
מגר,0,1
מגרגוט,0,1
מגריזו,0,1
מדאח,0,1
מדבדובסקי,0,0
מדואל,0,4
מדוף,0,0
מדחת,1,0
מדיאן,0,1
מדיחה,1,0
מדינה,0,2
מדיצ'י,0,0
מדלג,0,1
מדלג',0,1
מדליה,0,3
מדליין,0,0
מדלן,0,0
מדלסי,0,1
מדלר,0,1
מדמוני,0,2
מדן,0,0
מדני,0,1
מדר,0,3
מהא,0,0
מהדי,3,0
מהה,0,0
מהודר,0,1
מהולל,0,2
מהנא,0,1
מהצרי,0,4
מהרישי,0,0
מהרן,1,0
מהרשק,0,1
מואיד,4,0
מואיז,2,0
מואייד,3,0
מואמאר,0,0
מואנס,3,0
מואס,0,2
מובאריכי,0,4
מובארק,0,0
מובוטו,0,0
מובוסוביץ,0,0
מובי,0,0
מובשוביץ,0,3
מוגילנר,0,1
מוגל,0,8
מוגרבי,0,7
מודחי,1,0
מודיאני,0,0
מודן,0,4
מודר,2,0
מודריק,0,0
מוהליבר,0,0
מוהנא,0,1
מוהנדס,0,0
מוואי,0,0
מוויס,0,3
מווירג'יניה,0,0
מוופק,2,0
מוזס,0,8
מוזסון,0,2
מוזר,0,7
מוזר.ב,0,4
מוח,0,4
מוחה,0,0
מוחיי,0,0
מוחמדיה,0,1
מוחתסב,1,0
מוטה,0,0
מוטווסל,0,0
מוטולה,0,6
מוטי,60,0
מויאל,0,13
מויס,0,3
מוישה,0,0
מוך,0,5
מוכתאר,1,0
מולא,0,2
מולאור,0,2
מולד,0,2
מולה,0,1
מולוקנדוב,0,1
מולחם,0,0
מולטי,0,0
מולייר,0,0
מולין,0,0
מולכו,0,5
מולסון,0,1
מולר,0,0
מומו,0,0
מומזן,0,0
מומי,1,0
מונא,3,0
מונג'י,1,0
מונגולפייה,0,0
מונדי,1,0
מונונוקי,0,0
מונוסטטוס,0,0
מונטאלה,0,0
מונטאן,0,0
מונטוגומרי,0,0
מונטיפיורי,0,0
מונטנה,0,0
מונטקיו,0,1
מוני,7,0
מוניס,0,0
מוניסוב,0,0
מוניץ,0,0
מוניק,1,0
מוניקה,2,0
מונסף,1,0
מונעים,0,0
מונעם,4,0
מונק,0,2
מוסורגסקי,0,0
מוסטאפה,0,0
מוסטפה,6,0
מוסטרל,0,0
מוסי,0,0
מוסל,0,1
מוסלי,0,0
מוסלם,0,5
מוסמאר,0,1
מוסנזון,0,0
מוסק,0,0
מוסקוביץ,0,10
מוסקוביץ',0,1
מוסקונה,0,1
מוסרארה,0,0
מוסרי,0,5
מועדאד,1,0
מועדי,0,3
מועדים,0,0
מועטי,0,1
מועלם,0,20
מועתז,6,0
מופז,0,0
מופיד,5,0
מוצפי,0,0
מוצקין,0,0
מוצרט,0,0
מוקביל,0,1
מוקדון,0,0
מוקדי,0,3
מוקטרן,0,1
מוקי,0,0
מוקלד,0,3
מוראני,0,1
מורגן,0,0
מורגנטאו,0,0
מורגנשטרן,0,11
מורדוך,0,5
מורדקוביץ,0,1
מורה,0,7
מורוז,0,1
מורטל,0,0
מורי,0,3
מוריאל,0,0
מוריאנו,0,2
מוריאק,0,0
מוריארטי,0,0
מוריה,9,0
מורים,0,1
מורין,0,0
מוריס,5,0
מוריסון,0,0
מוריץ,0,0
מורלקוב,0,1
מורם,0,1
מורמי,0,1
מורנו,0,5
מורני,0,3
מורסי,5,0
מורסקי,0,0
מורקוס,0,1
מורשד,1,0
מושארף,0,0
מושביץ,0,1
מושון,1,0
מושונוב,0,1
מושי,1,0
מושיוב,0,2
מושיוף,0,2
מושינסקי,0,1
מושיץ,0,1
מושיק,2,0
מושית,0,0
מושקובי,0,2
מושקוביץ,0,8
מושקט,0,5
מושקין,0,1
מזאל,0,1
מזאריב,0,3
מזה,0,1
מזהר,0,1
מזובר,0,0
מזוז,0,8
מזור,0,15
מזיד,0,0
מזיוב,0,1
מזל,10,0
מזמור,0,0
מזר,0,1
מזרה,0,1
מזרחי,0,56
מח'ול,0,0
מחא,0,0
מחאג'נה,0,18
מחאגנה,0,12
מחדי,0,1
מחוז,2,0
מחמ,0,0
מחמד,7,0
מחמיד,0,4
מחניהא,0,1
מחפוד,0,1
מחפוז,1,0
מחרז,0,4
מטאלקה,0,1
מטביוב,0,1
מטטוב,0,2
מטלון,0,4
מטלין,0,0
מטלס,0,3
מטר,0,10
מטרי,0,5
מטרלינק,0,0
מי,1,0
מיארה,0,3
מיבי,3,0
מיגדל,0,1
מיגל,0,0
מיה,16,0
מיו,0,0
מיודובניק,0,0
מיוחס,0,3
מיור,0,1
מיוריאל,0,0
מיזס,0,0
מיחלאשוילי,0,0
מיחרן,0,0
מיט,0,0
מיטל,53,0
מיטלמן,0,1
מיטלס,0,2
מיטלר,0,1
מיטניצקי,0,0
מיטראן,0,0
מיטרני,0,4
מיטשל,0,0
מייגן,0,0
מייזליק,0,2
מייזליש,0,1
מייטל,0,0
מייטליס,0,2
מייל,0,1
מיילס,0,0
מיימון,0,1
מיינרד,0,0
מייסון,1,0
מייסר,0,0
מייסרה,4,0
מייק,4,0
מייקל,2,0
מיכ,0,0
מיכא,0,0
מיכאי,0,0
מיכאיל,2,0
מיכאלה,4,0
מיכאלוביץ,1,0
מיכאלי,0,25
מיכאלקה,0,0
מיכאן,0,1
מיכה,10,0
מיכלאנג'לו,0,0
מיכלוביץ,0,0
מיכלין,0,8
מיכלס,0,1
מיכנובסקי,0,1
מילאד,1,0
מילאוי,0,1
מילאן,0,0
מילבה,0,0
מילברג,0,1
מילה,0,0
מילו,0,0
מילוא,0,2
מילובן,0,0
מילורד,0,0
מילוש,0,0
מילושביץ,0,0
מילושביץ',0,0
מילושוביץ,0,0
מילטון,0,0
מילי,2,0
מיליס,0,1
מיליקובסקי,0,1
מילך,0,1
מילכה,0,0
מילמן,0,4
מילן,1,0
מילנוב,0,0
מילנר,0,0
מילס,0,1
מילקן,0,0
מילקס,0,1
מילר,0,13
מילרד,0,1
מילרה,0,0
מילשטיין,0,12
מימוני,0,4
מימי,2,0
מימרן,0,4
מינא,0,8
מינג,0,0
מינגלגרין,0,2
מינדל,0,2
מינה,1,0
מינזל,0,1
מינטואן,0,0
מינטוס,0,5
מיננה,0,1
מינס,0,0
מינסטר,0,0
מינץ,0,2
מינצברג,0,0
מינצר,0,2
מינקוביץ,0,4
מינקובסקי,0,0
מיסא,3,0
מיסיוק,0,3
מיעארי,0,5
מיצ'ל,0,0
מיקא,0,0
מיקאל,0,0
מיקה,4,0
מיקו,0,1
מיקי,4,0
מיקיס,0,0
מיר,0,0
מירה,15,0
מירוז,0,1
מירוסלב,0,0
מירי,20,0
מיריהאן,1,0
מיריל,0,1
מירית,18,0
מירלה,0,0
מירלמן,0,1
מירן,2,0
מירסקי,0,5
מירק,0,0
מירקוביץ,0,1
מירקורבנוב,0,0
מיש,0,2
מישוק,0,3
מישור,0,2
מישורי,0,0
מישייקר,0,1
מישעל,0,0
מישקובסקי,0,2
מישרבן,0,0
מיתר,0,0
מכ,0,3
מכאווי,0,1
מכטה,0,0
מכלביץ,0,1
מכלוף,0,9
מכנס,0,2
מכתבי,0,1
מל,2,0
מלאך,0,8
מלאכי,0,2
מלאני,0,0
מלברוצקי,0,1
מלדסי,0,0
מלול,0,7
מלחם,0,4
מלי,8,0
מליוקוב,0,0
מליחי,0,3
מליכזון,0,0
מלין,0,0
מלינבויים,0,2
מליץ,0,3
מליק,0,3
מלך,0,6
מלכא,0,9
מלכאי,0,3
מלכי,0,2
מלכיאור,0,3
מלכיאל,0,1
מלכיאלה,0,0
מלכין,0,2
מלכיצדק,0,0
מלכירם,0,0
מלכית,0,2
מלמד,0,8
מלמוד,0,1
מלמיליאן,0,0
מלמן,0,5
מלניק,0,3
מלס,0,0
מלצר,0,6
מלק,0,1
מלקוביץ,0,0
מלקולם,0,0
מלר,0,1
ממון,0,1
ממן,0,18
מן,0,6
מנאל,5,0
מנאסרה,0,1
מנאע,0,5
מנאר,2,0
מנבר,0,2
מנגד,0,1
מנגל,0,3
מנדה,0,10
מנדי,0,0
מנדל,0,8
מנדלבאום,0,2
מנדלבוי,0,1
מנדלבוים,0,4
מנדלבום,0,2
מנדלבסקי,0,1
מנדלוביץ,0,6
מנדלזון,0,1
מנדלמן,0,1
מנדעל,0,0
מנהיים,0,0
מנהל,3,0
מנו,0,1
מנואל,0,0
מנוביץ,0,1
מנוחה,1,0
מנוחין,0,0
מנוסביץ,0,3
מנזין,0,1
מנטל,0,2
מנטפילד,0,0
מנטש,0,2
מניה,0,0
"מנכ""ל",0,0
מנלאוס,0,0
מנסא,0,1
מנסון,0,0
מנסוריאן,0,0
מנספילד,0,0
מנע,0,3
מנפרד,0,0
מנצ'יק,0,0
מנצ'ל,0,1
מנצור,0,5
מנצורה,0,2
מנצל,0,1
מנצר,0,0
מנקדי,0,1
מנקין,0,1
מנקס,0,0
מנקריז,0,1
מנשהאוף,0,2
מנשקו,0,1
מס,0,2
מסאבחה,0,1
מסארוה,0,3
מסארווה,0,8
מסבאח,0,0
מסד,0,1
מסדה,0,0
מסוארי,0,0
מסוודה,0,2
מסוט,0,0
מסורי,0,3
מסטבאום,0,0
מסטיי,0,0
מסטיסלב,0,0
מסיס,0,1
מסיק,0,0
מסיקה,0,7
מסלאחה,0,1
מסלם,0,2
מסעוד,0,1
מסקין,0,1
מסר,0,4
מסרי,0,10
מסריק,0,0
מעאוויה,0,0
מעבי,0,1
מעדי,0,1
מעיין,15,0
מעלואני,0,3
מעלוף,1,0
מעשהאל,0,0
מעשיאל,0,0
מפרע,0,1
מצא,0,5
מצאפי,0,0
מצארוה,0,2
מצארווה,0,1
מצגר,0,6
מצדה,0,0
מצלאוי,0,2
מצלחה,0,1
מצליה,0,1
מצליח,0,20
מצנע,0,0
מצנר,0,1
מצסה,0,1
מצקביץ,0,1
מצקין,0,1
מצקל,0,1
מצר,0,0
מק'קיין,0,0
מקארי,0,0
מקארם,0,0
מקארתור,0,0
מקארתי,0,0
מקבילי,0,1
מקבת,0,0
מקגונגל,0,0
מקגרגור,0,0
מקדאד,1,0
מקדונלד,0,0
מקהייל,0,0
מקוב,0,2
מקובסקי,0,2
מקויסט,0,0
מקונן,0,1
מקורי,0,1
מקיאוולי,0,0
מקייטן,0,1
מקייס,0,2
מקליס,0,2
מקלנין,0,1
מקלף,0,1
מקלר,0,1
מקמילן,0,0
מקמל,0,4
מקס,4,0
מקסוול,0,0
מקסים,8,0
מקסימה,0,0
מקסימוס,0,0
מקסימיליאן,0,0
מקסנטיוס,0,0
מקרינוס,0,0
מר,1,0
מראדונה,0,0
מראם,3,0
מראר,0,3
מרב,6,0
מרבאום,0,2
מרג'אן,0,0
מרג'י,0,1
מרג'יה,0,2
מרג'ייה,0,1
מרגולין,0,1
מרגוליס,0,0
מרגי,0,0
מרגנית,0,0
מרגרט,0,0
מרד,0,1
מרדוק,0,0
מרדיקס,0,2
מרדלר,0,4
מרואת,0,2
מרווין,0,0
מרוז,0,0
מרויץ,0,1
מרום,0,16
מרון,0,9
מרוסיאק,0,1
מרוץ,0,1
מרזל,0,0
מרחב,0,3
מרטינה,0,0
מרטינסון,0,0
מרטן,0,0
מרי,2,0
מריאן,0,1
מרידור,0,0
מריה,4,0
מריו,1,0
מריון,0,1
מריוס,1,0
מריזן,0,1
מריל,0,0
מרילין,0,0
מרים,32,0
מרינברג,0,1
מרינה,8,0
מרינוב,0,0
מרינר,0,0
מריסאת,0,2
מריצה,1,0
מרכולוב,0,1
מרכוס,0,4
מרלון,0,0
מרלי,0,1
מרלן,0,0
מרמור,0,1
מרמלשטיין,0,2
מרנשטיין,0,0
מרסדס,0,0
מרסי,1,0
מרסיאנו,0,3
מרסל,5,0
מרסלה,0,0
מרסלו,0,0
מרעי,0,8
מרץ,0,3
מרצ'לו,0,0
מרציאנו,0,6
מרציני,0,1
מרצל,1,0
מרצקי,0,2
מרקגרף,0,1
מרקוביץ,0,18
מרקוני,0,0
מרקל,0,0
מרר,0,2
מרשק,0,0
מרתה,0,0
מש,0,0
משארקה,0,1
משגב,0,2
משולם,0,8
משי,0,1
משיח,0,3
משיעל,0,2
משכית,0,0
משלב,0,1
משעול,0,1
משעולי,0,0
משעל,0,2
משעלי,0,3
משען,0,1
משקלוב,0,0
משרקי,0,2
מת'יו,0,0
מת'קאל,2,0
מתא,0,1
מתוולי,0,1
מתוקה,0,0
מתי,6,0
מתיאה,0,0
מתיאס,0,0
מתיו,0,0
מתיתיהו,0,0
מתנאל,0,0
מתעב,1,0
מתקדמת,0,1
מתת,0,0
מתתיה,0,0
נ.,0,2
נאביל,1,0
נאבלסי,0,2
נאדין,0,0
נאדם,1,0
נאדר,15,0
נאהד,1,0
נאהדה,1,0
נאהל,2,0
נאוה,17,0
נאווה,0,0
נאוטו,0,0
נאוי,0,3
נאורה,0,0
נאורי,0,2
נאורס,0,0
נאות,0,0
נאזם,0,0
נאטלי,1,0
נאיל,12,0
נאים,0,3
נאיף,5,0
נאמן,0,8
נאמני,0,2
נאפז,2,0
נאצו,1,0
נאצר,0,2
נאשד,3,0
נאשף,0,8
נאתכו,0,1
נב,1,0
נבואני,0,4
נבוכדנצר,0,0
נבוקוב,0,0
נביא,0,2
נביאי,0,2
נביה,1,0
נביל,16,0
נבילה,0,0
נבנצאל,0,2
נבנצל,0,1
נברו,0,2
נג'את,0,1
נג'ואן,0,0
נג'יב,3,0
נג'ם,3,0
נג'מי,0,1
נגאר,0,5
נגבה,0,0
נגבי,0,3
נגדימוב,0,1
נגו,0,1
נגולה,0,1
נגיב,3,0
נגיד,0,0
נגידאת,0,1
נגן,0,2
נגר,0,16
נגרין,0,1
נגריס,0,3
"נד""ב",0,0
נדא,1,0
נדבדסקי,0,2
נדיבה,0,0
נדים,2,0
נדיר,2,0
נדל,0,3
נדם,0,1
נדר,0,4
נדשי,0,2
נהאד,2,0
נהאר,0,0
נהון,0,2
נהור,0,0
נהוראי,0,0
נהורה,0,0
נהיר,0,3
נהירה,0,0
נהלה,1,0
נהרי,0,9
נואית,0,0
נואל,1,0
נואף,3,0
נוב,0,1
נובאק,0,0
נובהארי,0,1
נובוגורצקי,0,2
נוביץ,0,2
נוביק,0,7
נובק,0,1
נוג'ידאת,0,2
נוגידאת,0,0
נודלמן,0,3
נוה,0,11
נוואנקוו,0,0
נוואתב,0,1
נווה,0,14
נוח,0,1
נוחומוביץ,0,2
נוטוביץ,0,3
נוטקין,0,0
נוטרדם,0,0
נויבואר,0,1
נויבירט,0,0
נויה,1,0
נויהאוס,0,1
נויזץ,0,1
נוייסר,0,1
נוילנדר,0,9
נוימרק,0,1
נויפלד,0,1
נוית,0,0
נולמן,0,1
נון,0,3
נונו,0,1
נוני,1,0
נוס,0,1
נוסטרדמוס,0,0
נוסייר,0,0
נוסייראת,0,0
נוסל,0,3
נוסן,0,2
נועה,26,0
נוף,0,3
נופית,0,0
נופר,3,0
נוקראי,0,1
נורדאו,0,0
נורה,2,0
נורודום,0,0
נורי,1,0
נוריאלי,0,2
נורייב,0,0
נורין,0,0
נוריץ,0,0
נורית,27,0
נורסולטן,0,0
נורת',0,0
נזאל,0,5
נזאר,7,0
נזי,2,0
נזיה,9,0
נזמי,1,0
נזר,0,0
נזרצקי,0,1
נחאס,0,3
נחאש,0,1
נחומי,0,0
נחושתן,0,4
נחלון,0,0
נחליאל,0,0
נחליאלה,0,0
נחליאלי,0,4
נחמד,0,5
נחמה,7,0
נחמיאס,0,7
נחמני,0,5
נחשול,0,0
נחשוני,0,2
נחתומי,0,1
נט,0,0
נטה,0,0
נטי,0,0
נטלי,14,0
נטליה,7,0
נטלייה,1,0
נטע,12,0
נטף,0,0
נטר,0,5
נטרביץ,0,1
נטרונאי,0,0
נטשה,0,0
ניאל,0,0
ניאלה,1,0
ניבאל,1,0
ניבה,3,0
ניג'ם,0,2
נידאא,1,0
נידאל,9,0
ניהאד,4,0
ניובה,0,0
ניווין,1,0
ניוטון,0,0
ניוין,1,0
ניומן,0,1
ניזרי,0,2
ניטה,0,0
נייג'ל,1,0
נייגר,0,4
ניידיץ,0,1
ניידיק,0,2
ניידרמן,0,5
ניימן,0,2
נייסמית',0,0
נייפול,0,0
ניכטברגר,0,1
ניל,4,0
נילי,21,0
נילסן,0,0
נימיץ,0,0
נימני,0,2
נימצוביץ,0,3
נימצוביץ',0,0
נינאי,0,0
נינבורג,0,1
נינה,1,0
נינו,0,0
ניניו,0,1
ניסימו,0,0
ניסנבאום,1,0
ניסנבוים,0,2
ניסנהולץ,0,1
ניסנזון,0,0
ניסני,0,3
ניסנית,0,0
ניסקי,0,1
ניסתאני,0,1
ניפון,0,0
ניצבת,0,0
ניצה,6,0
ניצחון,1,0
ניצנה,1,0
ניצנית,0,0
ניק,1,0
ניקה,0,0
ניקולאה,0,0
ניקולאוס,0,0
ניקולאי,1,0
ניקולאס,0,0
ניקולה,0,0
ניקולו,0,0
ניקולס,1,0
ניקיטה,0,0
ניקלשפארג,0,1
ניקנור,0,0
ניקס,0,0
ניקסון,0,2
נירה,16,0
נירית,12,0
נירן,0,0
נירנברג,0,1
נירקו,0,0
ניררי,0,0
נישרי,0,0
ניתאי,1,0
נל,0,0
נלבנדיאן,0,2
נלי,1,0
נלסון,0,0
נמברין,0,0
נמזר,0,1
נמני,0,1
נמניה,0,0
נמר,1,0
נמרוד,24,0
נמרודי,0,1
ננה,1,0
ננטל,0,1
נני,0,0
ננסי,0,0
ננר,0,3
נסאסרה,0,1
נסאראללה,0,1
נסור,0,2
נסיב,1,0
נסיה,0,0
נסייר,0,7
נסימי,0,0
נסיראת,1,0
נסנקורן,0,1
נסר,3,0
נסראוי,0,0
נסראללה,0,2
נסראת,1,0
נסרה,0,1
נעה,6,0
נעומי,2,0
נעימי,0,0
נעם,17,0
נעמי,21,0
נעמן,0,5
נעמנה,0,2
נעמת,0,1
נערה,2,0
נערן,0,0
נפאע,0,1
נפטון,0,2
נפלא,0,2
נפתול,0,0
נפתל,0,0
נץ,0,2
נצח,0,12
נצחיה,1,0
נציבות,1,0
נצרת,0,0
נקארה,0,1
נקד,0,1
נקדימון,0,2
נקר,0,1
נקש,0,2
נר,0,2
נרדה,1,0
נרדיה,0,1
נרדין,1,0
נרודה,0,0
נרודצקי,0,1
נרונסקי,0,0
נריה,4,0
נרמין,1,0
נרקיסוס,0,0
נשאת,4,0
נשיא,0,3
נשיץ,0,20
נשר,0,7
נשרקה,0,0
נתי,4,0
נתיב,0,4
נתיבה,0,0
נתלי,2,0
נתנאלה,0,0
נתנה,1,0
נתנזון,0,2
נתניאל,0,0
נתניהו,0,0
ס,0,0
סאאב,0,0
סאאד,2,0
סאאיד,0,0
סאבר,1,0
סאדאם,0,0
סאדר,0,2
סאהר,11,0
סאול,0,0
סאוסאן,2,0
סאוסן,6,0
סאטובי,0,1
סאיב,1,0
סאיג,0,6
סאיד,2,0
סאלד,0,0
סאלחה,0,1
סאלי,0,0
סאליבן,0,0
סאלק,0,0
סאם,0,0
סאמח,2,0
סאמר,28,0
סאמרלי,0,2
סאנא,1,0
סאני,0,0
סאנע,0,1
סאסי,0,2
סאקיס,0,0
סאראמאגו,0,0
סארג'י,0,1
סארי,0,0
סאשה,0,0
סבאג,0,4
סבאח,0,5
סבאן,0,1
סבג,0,14
סבוראי,0,4
סבטוזר,0,0
סבטלנה,5,0
סביון,0,11
סביחאת,0,3
סביליה,0,0
סבין,0,0
סבינה,1,0
סבית,0,5
סביתלאנא,1,0
סבן,0,12
סבסטיאן,0,0
סבצין,0,1
סברוב,0,4
סברנסקי,0,2
סגולה,0,0
סגולן,0,0
סגור,0,1
סגיב,0,2
סגל,0,48
סגלוביץ,0,1
סגלית,1,0
סדאם,0,0
סדאת,0,0
סדובניק,0,2
סדובסקי,0,8
סדומי,0,0
סדיס,0,1
סדן,0,5
סהואני,0,1
סהראב,1,0
סהראי,0,4
סו,1,0
סואלחי,0,1
סואן,0,0
סואעד,0,9
סובוביץ,0,1
סובוטקה,0,1
סובול,0,6
סובל,0,12
סובלמן,0,0
סוג'ז,0,1
סודאי,0,3
סודקביץ',0,4
סודרי,0,22
סוהא,3,0
סוהאד,1,0
סוהארטו,0,0
סוהיל,5,0
סוהר,1,0
סווטלנה,0,0
סוויד,0,0
סוויפט,0,0
סוון,0,0
סוזאן,4,0
סוזאנה,0,0
סוזה,0,0
סוזי,0,0
סוזן,3,0
סוחוי,0,1
סוחוליצקי,0,2
סוחרב,0,0
סוטיל,0,0
סויד,0,5
סויטאת,0,3
סוייד,0,1
סויינקה,0,0
סויסה,0,11
סוכובולסקי,0,1
סוכוצ'בסקי,0,3
סוכנות,1,0
סוכני,0,0
סוכרי,0,0
סול,0,2
סולברג,0,3
סולו,0,1
סולומון,0,18
סולומונוב,0,3
סולומונוביץ,0,0
סולומונוביץ',0,2
סולז'ניצין,0,0
סולטאני,0,0
סולטן,0,0
סולי,0,1
סוליימן,0,0
סולימן,0,1
סולימני,0,1
סולמאן,0,0
סולמונו,0,1
סולמי,0,2
סולן,0,5
סולר,0,1
סומך,0,5
סומר,0,1
סונג,0,0
סונדרס,0,3
סוניה,0,0
סונינו,0,1
סוניס,0,2
סוסאן,0,2
סוסיליו,0,0
סוסלו,0,1
סוסנוביק,0,1
סועאד,0,1
סופ,0,0
סופוקלס,0,0
סופי,4,0
סופיאן,1,0
סופיה,1,0
סופיר,0,1
סופר,0,22
סופרמן,0,2
סופרסקי,0,5
סוקול,0,1
סוקולוב,0,0
סוקניק,0,1
סוקריסטוב,0,0
סורוקה,0,1
סורוקר,0,5
סורחי,0,1
סורין,2,0
סורני,0,1
סורק,0,1
סורקיס,0,0
סח,0,3
סח'ניני,0,2
סחיווסחורדר,0,2
סחייק,0,1
סחר,2,0
סחראי,0,0
סחרוב,0,2
סחרוף,0,0
סטאונטון,0,0
סטאלין,0,0
סטו,0,0
סטואו,0,0
סטוביצקי,0,13
סטולוב,0,1
סטולוביץ',0,0
סטולר,0,2
סטופ,0,0
